pl_name,sy_snum,sy_pnum,sy_mnum,cb_flag,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_angsep,pl_angseplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_radv,st_radverr1,st_radverr2,st_radvlim,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_rmag,sy_rmagerr1,sy_imag,sy_imagerr1,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,pl_Omega,ra_deg,cluster,is_centroid,vx,vy,vz,x,y,z
GJ 3929 b,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2.616235,0.000005,-5e-06,0,0.0252,0.0005,-0.0005,0.0,1.59,0,1.09,0.04,-0.04,0,0.097,0.004,-0.004,0.0,1.75,0.44,-0.45,0,0.00551,0.00138,-0.00142,0.0,7.3,2.0,-2,0.0,0.0,nan,nan,0.0,17.3,0,568,6,-6,0,88.442,0.008,-0.008,0,2458956.396,0.0005,-0.0005,0,0.0,0.11,0.06,-0.07,0.0,0.11206,0.009002,-0.009002,0,1.19,0.02,-0.02,0.0,16.8,0.5,-0.5,0,0.0156,0.0003,-0.0003,0,2459320.058,0.00018,-0.00019,0,90.0,nan,-20.465,0,1.77,0.44,-0.45,0.0,3384.0,88,-88.0,0,0.32,0.01,-0.01,0.0,0.31,0.03,-0.02,0.0,-0.02,0.12,-0.12,0.0,-1.963,0.019,-0.016,0.0,4.89,0.05,-0.05,0.0,7.1,4.1,-4.9,0.0,13.3,1.1,-1.1,0.0,2.0,0.5,-0.5,1.0,10.27,0.01,-0.01,0.0,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,49.59735,56.66419,54.20886,225.11392,348.9865767,0.0798235,-0.0798235,-143.277,0.06602,-0.06602,318.219,0.0823401,-0.0823401,15.8095,0.0096,-0.0095,63.224,0.0379804,-0.0379804,14.333,0.008,-0.008,12.675,0.023,-0.023,8.694,0.024,-0.024,8.1,0.015,-0.015,7.869,0.02,-0.02,12.2405,0.0009209,10.9214,0.0010055,7.555,0.029,-0.026,7.582,0.022,-0.022,7.581,0.018,-0.02,7.51,0.066,-0.066,11.5109,0.000681,-0.000681,10.2705,0.0073339,-0.0073339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.41318240628175,239.57758333333334,1,False,-20.036845960251732,34.13398126726401,2.4227012969182773e-15,0.0005908798600168801,0.0003468499218849618,0.025190683915342887
GJ 436 b,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2.64388312,0.00000057,-5.7e-07,0,0.0291,0.0015,-0.0015,0.0,2.98,0,4.17,0.168,-0.168,0,0.372,0.015,-0.015,0.0,22.1,2.3,-2.3,0,0.07,0.007,-0.007,0.0,1.8,0.29,-0.29,0.0,0.13827,0.00018,-0.00018,0.0,29.43,0,686,10,-10,0,86.44,0.17,-0.16,0,2454510.802,0.00007,-7e-05,0,0.0,0.736,0.042,-0.041,0.0,0.6819,0.0028,-0.0028,0,1.00536,0.00336,-0.00336,0.0,13.73,0.46,-0.43,0,0.0822,0.001,-0.0011,0,2455959.0,nan,-24.6355,0,351.0,0.03,-0.03,0,17.09,0.22,-0.22,0.0,3586.11,36.37,-36.37,0,0.46,0.02,-0.02,0.0,0.47,0.07,-0.07,0.0,0.099,0.078,-0.078,0.0,-1.585,0.023,-0.023,0.0,4.79,0.05,-0.04,0.0,6.0,4.0,-5.0,0.0,7.0,0.7,-0.66,0.0,0.33,0.091,-0.066,0.0,9.6,0.03,-0.02,0.0,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,74.57238,210.55638,22.62623,164.77523,1209.857678,0.1257212,-0.1257212,895.047,0.127887,-0.127887,-814.031,0.123052,-0.123052,9.75321,0.00898,-0.00896,102.501,0.0935902,-0.0935902,12.058,0.21,-0.21,10.67,0.1,-0.1,6.9,0.024,-0.024,6.319,0.023,-0.023,6.073,0.016,-0.016,10.0822,0.0008513,8.92183,0.0007445,6.017,0.11,-0.026,5.69,0.048,-0.022,5.76,0.014,-0.02,5.58,0.066,-0.066,9.57148,0.000934,-0.000934,8.40346,0.0074853,-0.0074853,0.0,60.0,5.0,4.0,2.0,2.0,0.0,4.458031690943047,175.55054166666667,1,False,6.400373628740278,3.1030824316360586,41.73029752262729,0.02471161141821361,0.001682313224351779,-0.00391523455032199
GJ 463 b,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3448.0,110,-88.0,0,3.53,0.07,-0.07,0.0,192.0,0,13.0,nan,-0.3065,0,1.16,0.028,nan,0.0,1144.18227,127.13136,-127.13136,0,3.6,0.4,-0.4,0.0,2.86,0.18,nan,0.0,0.09,0.18,-0.05,0.0,308.21000000000004,nan,nan,nan,nan,nan,152.0,2,-3,0,nan,nan,-0.0007,nan,0.0,nan,0.07,nan,0.0,0.6465000000000001,nan,-0.0067,nan,nan,nan,nan,0.0,10.239999999999998,nan,nan,nan,nan,nan,nan,nan,2454457.0,82,-90.0,0,-69.0,40,-17.0,0,33.3,3.0,-3,0.0,3540.0,41,-41.0,0,0.49,0.02,-0.02,0.0,0.49,0.02,-0.02,0.0,0.08,0.05,-0.05,0.0,-1.523,0.094,-0.119,0.0,4.86,0.07,-0.07,0.0,4.2,1.1,-1.1,0.0,6.23131,0.28523,-0.28523,0.0,2.0,0.5,-0.5,1.0,2.35,0.03,-0.02,0.0,12h22m58.57s,185.7440496,+64d01m56.75s,64.0324311,52.8104,128.07997,57.38241,143.92021,769.8655567,0.0470362,-0.0470362,-673.251,0.0470709,-0.0470709,373.398,0.0469231,-0.0469231,18.3554,0.0109,-0.0109,54.4509,0.0321431,-0.0321431,12.924,0.085,-0.085,11.595,0.058,-0.058,7.937,0.029,-0.029,7.343,0.02,-0.02,7.122,0.018,-0.018,11.0811,0.0005675,9.92578,0.0005707,7.555,0.029,-0.026,7.582,0.022,-0.022,7.581,0.018,-0.02,7.51,0.066,-0.066,10.5462,0.000391,-0.000391,9.39352,0.0072645,-0.0072645,1.0,1.0,0.0,0.0,0.0,0.0,0.0,347.90655563498575,185.74404166666667,1,False,3.0984729547772916,-1.8482774814343537,0.6157770819504702,1.6803916191704158,2.3479617430110307,-1.4079172381849825
GJ 486 b,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.4671205,0.0000012,-1.1e-06,0,0.01713,0.00091,-0.00098,0.0,2.12,0,1.343,0.063,-0.062,0,0.12,0.006,-0.006,0.0,3.0,0.13,-0.13,0,0.00944,0.00041,-0.00041,0.0,6.79,1.08,-0.91,0.0,0.0,nan,nan,0.0,41.3,0,706,19,-20,0,88.9,0.69,-0.84,0,2459309.677,0.000102,-9.9e-05,0,0.0,0.21,0.14,-0.13,0.0,0.1321,0.0034,-0.0028,0,1.083,0.086,-0.038,0.0,10.96,0.21,-0.44,0,0.03635,0.00046,-0.00039,0,2453432.026,nan,-24.6355,nan,90.0,nan,-20.465,0,3.495,0.064,-0.066,0.0,3291.0,75,-75.0,0,0.34,0.02,-0.02,0.0,0.33,0.02,-0.02,0.0,-0.15,0.13,-0.13,0.0,-1.916,0.028,-0.03,0.0,4.82,0.12,-0.12,0.0,4.0,4.0,-3.0,0.0,11.57,0.69,-1.34,0.0,2.0,0.5,-0.5,1.0,19.11,0.01,-0.01,0.0,12h47m55.57s,191.981531,+09d44m57.91s,9.7494181,72.60142,300.0371,13.69483,187.11208,1108.4629,0.1297026,-0.1297026,-1008.6,0.137905,-0.137905,-459.8,0.0791263,-0.0791263,8.07426,0.004095,-0.004095,123.821,0.0623236,-0.0623236,2.615,0.291,-0.291,11.39,0.1,-0.1,7.195,0.026,-0.026,6.666,0.046,-0.046,6.362,0.018,-0.018,13.0135,0.01,12.82,0.01696405,7.555,0.029,-0.026,7.582,0.022,-0.022,7.581,0.018,-0.02,7.51,0.066,-0.066,10.094,0.000746,-0.000746,8.8223,0.0072712,-0.0072712,1.0,1.0,0.0,0.0,0.0,3.0,0.0,348.0163243822491,191.98154166666666,1,False,-46.9604082175442,9.967759565577424,2.9390163381695663e-15,6.828056451505467e-05,0.0003216854461482519,0.017126843148643763
GJ 676 A b,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1051.44521,0.37707,-0.40023,0,1.735,0.056,-0.06,0.0,108.0,0,12.8,nan,-0.3065,0,1.14,0.028,nan,0.0,1840.86213,149.06152,-151.60415,0,5.792,0.469,-0.477,0.0,4.82,0.18,nan,0.0,0.319,0.003,-0.003,0.0,308.21000000000004,nan,nan,nan,nan,nan,48.919,3.312,-2.781,0,nan,nan,-0.0007,nan,0.0,nan,0.07,nan,0.0,0.6465000000000001,nan,-0.0067,nan,nan,nan,nan,0.0,10.239999999999998,nan,nan,nan,nan,nan,nan,nan,2453307.813,1.541,-1.508,0,87.073,0.628,-0.601,0,125.172,0.384,-0.428,0.0,3734.0,181,-181.0,0,0.69,0.07,-0.07,0.0,0.63,0.06,-0.06,0.0,0.23,0.1,-0.1,0.0,-1.043,0.0,0.0,0.0,4.62,0.09,-0.09,0.0,4.2,1.1,-1.1,0.0,3.23229,0.18708,-0.18708,0.0,1.6,1.0,-1.0,0.0,-39.04,0.0,0.0,0.0,17h30m10.77s,262.5448903,-51d38m16.00s,-51.6377777,-9.54226,339.10272,-28.33425,264.74696,317.0836723,0.0898017,-0.0898017,-257.873,0.0950162,-0.0950162,-184.509,0.0786249,-0.0786249,16.0272,0.0101,-0.0101,62.365,0.0390593,-0.0390593,10.977,0.022,-0.022,9.58,0.1,-0.1,6.711,0.02,-0.02,6.082,0.024,-0.024,5.825,0.029,-0.029,13.0135,0.01,12.82,0.01696405,5.8,0.112,-0.112,5.717,0.047,-0.047,5.736,0.015,-0.015,5.62,0.047,-0.047,8.86517,0.000528,-0.000528,7.90696,0.0074355,-0.0074355,4.0,1.0,1.0,0.0,0.0,0.0,0.0,275.633230440532,262.544875,6,False,-0.4291143885104865,6.61982463777454,0.25552625418285896,0.777581279723206,0.01607167393915841,0.8894571439624369
GJ 676 A c,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,13921.42302,1232.33794,-1514.65143,0,9.726,0.629,-0.793,0.0,607.0,0,12.3,nan,-0.3065,0,1.1,0.028,nan,0.0,4288.14087,332.44851,-358.19261,0,13.492,1.046,-1.127,0.0,12.7,0.18,nan,0.0,0.295,0.033,-0.049,0.0,308.21000000000004,nan,nan,nan,nan,nan,33.69,1.362,-1.324,0,nan,nan,-0.0007,nan,0.0,nan,0.07,nan,0.0,0.6465000000000001,nan,-0.0067,nan,nan,nan,nan,0.0,10.239999999999998,nan,nan,nan,nan,nan,nan,nan,2441945.793,1496.542,-1219.457,0,263.949,1.076,-1.285,0,89.694,0.313,-0.303,0.0,4006.03,89.89,-100.81,0,0.65,0.02,-0.02,0.0,0.63,0.06,-0.06,0.0,0.23,0.1,-0.1,0.0,-1.043,0.0,0.0,0.0,4.61,0.01,-0.01,0.0,4.2,1.1,-1.1,0.0,3.23229,0.18708,-0.18708,0.0,1.6,1.0,-1.0,0.0,-39.04,0.0,0.0,0.0,17h30m10.77s,262.5448903,-51d38m16.00s,-51.6377777,-9.54226,339.10272,-28.33425,264.74696,317.0836723,0.0898017,-0.0898017,-257.873,0.0950162,-0.0950162,-184.509,0.0786249,-0.0786249,16.0272,0.0101,-0.0101,62.365,0.0390593,-0.0390593,10.977,0.022,-0.022,9.58,0.1,-0.1,6.711,0.02,-0.02,6.082,0.024,-0.024,5.825,0.029,-0.029,13.0135,0.01,12.82,0.01696405,5.8,0.112,-0.112,5.717,0.047,-0.047,5.736,0.015,-0.015,5.62,0.047,-0.047,8.86517,0.000528,-0.000528,7.90696,0.0074355,-0.0074355,4.0,1.0,1.0,0.0,0.0,0.0,0.0,274.15155925393293,262.544875,5,False,-0.04229036907602913,-2.725568327801647,-0.15966418926186152,-5.710885433000038,0.310177965226513,-3.782286986723233
GJ 680 b,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17281.66514,4832.84502,-3919.17991,0,10.138,1.836,-1.696,0.0,1050.0,0,12.0,nan,-0.3065,0,1.07,0.028,nan,0.0,7977.49302,1957.18733,-3543.46891,0,25.1,6.158,-11.149,0.0,25.4,0.18,nan,0.0,0.381,0.095,-0.145,0.0,308.21000000000004,nan,nan,nan,nan,nan,21.984,3.313,-5.062,0,nan,nan,-0.0007,nan,0.0,nan,0.07,nan,0.0,0.6465000000000001,nan,-0.0067,nan,nan,nan,nan,0.0,10.239999999999998,nan,nan,nan,nan,nan,nan,nan,2445218.751,1383.166,-2610.941,0,149.564,26.05,-27.825,0,132.979,31.434,-58.586,0.0,3563.0,157,-157.0,0,0.46,0.01,-0.01,0.0,0.46,0.05,-0.05,0.0,0.08,0.05,-0.05,0.0,-1.514,0.092,-0.117,0.0,4.77,0.01,-0.01,0.0,4.2,1.1,-1.1,0.0,6.64048,0.29758,-0.29758,0.0,2.9299999999999997,0.5,-0.5,0.0,2.35,0.03,-0.02,0.0,17h35m13.73s,263.8072214,-48d40m43.83s,-48.6788427,-8.6634,342.07898,-25.33668,265.4761,476.1883734,0.0708804,-0.0708804,74.4146,0.105554,-0.105554,470.338,0.0697918,-0.0697918,9.67315,0.005135,-0.005135,103.35,0.0544953,-0.0544953,11.645,0.002,-0.002,10.129,0.077,-0.077,6.667,0.023,-0.023,6.08,0.029,-0.029,5.829,0.021,-0.021,13.0135,0.01,12.82,0.01696405,7.555,0.029,-0.026,7.582,0.022,-0.022,7.581,0.018,-0.02,7.51,0.066,-0.066,9.28322,0.000665,-0.000665,8.17647,0.0072702,-0.0072702,0.0,1.0,0.0,0.0,0.0,0.0,0.0,272.3260433040408,263.80720833333334,2,False,-2.415204352713694,1.3962635310624303,-0.9513408358546939,2.725802397006944,5.525823230943953,1.1900420962786675
GJ 806 b,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0.9263237,0.0000009,-9e-07,0,0.01406,0.0003,-0.0003,0.0,1.17,0,1.331,0.023,-0.023,0,0.119,0.002,-0.002,0.0,1.9,0.17,-0.17,0,0.00598,0.00053,-0.00053,0.0,4.4,0.45,-0.45,0.0,0.12,nan,nan,0.0,130.0,0,940,10,-10,0,87.7,0.6,-0.5,0,2459445.574,0.00015,-0.00015,0,0.0,0.3,0.06,-0.07,0.0,0.0987,0.243743,-0.243743,0,0.93,0.01,-0.01,0.0,10.239999999999998,nan,nan,nan,0.0294,0.0004,-0.0004,0,2453432.026,nan,-24.6355,nan,132.0,nan,-20.465,nan,2.25,0.2,-0.2,0.0,3600.0,16,-16.0,0,0.41,0.0,0.0,0.0,0.41,0.01,-0.01,0.0,-0.28,0.07,-0.07,0.0,-1.585,0.002,-0.002,0.0,4.98,0.12,-0.12,0.0,5.0,3.0,-4.0,0.0,8.6,0.45,-0.46,0.0,2.0,0.5,-0.5,1.0,-24.69,0.0,0.0,0.0,20h45m04.73s,311.2697002,+44d30m00.85s,44.5002351,1.00774,84.07015,58.90555,335.63331,511.8037756,0.05067,-0.05067,434.079,0.0472223,-0.0472223,271.143,0.0585871,-0.0585871,12.0445,0.00435,-0.00435,82.9968,0.0295717,-0.0295717,12.495,0.003,-0.003,10.79,0.1,-0.1,7.329,0.018,-0.018,6.769,0.023,-0.023,6.533,0.016,-0.016,13.0135,0.01,12.82,0.01696405,7.555,0.029,-0.026,7.582,0.022,-0.022,7.581,0.018,-0.02,7.51,0.066,-0.066,9.82461,0.000759,-0.000759,8.72762,0.0073409,-0.0073409,2.0,1.0,0.0,2.0,0.0,0.0,0.0,228.7531913253277,311.2697083333333,1,False,28.0826562414053,34.460560559622,-39.96830839240846,0.005735834700447634,0.005981515019670413,0.009187374935126903
GJ 832 b,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3853.0,51,-47.0,0,3.7,0.1,-0.1,0.0,745.0,0,13.8,nan,-0.3065,0,1.23,0.028,nan,0.0,314.65012,28.60456,-25.42627,0,0.99,0.09,-0.08,0.0,0.658,0.18,nan,0.0,0.05,0.03,-0.03,0.0,308.21000000000004,nan,nan,nan,nan,nan,51.0,3,-3,0,nan,nan,-0.0007,nan,0.0,nan,0.07,nan,0.0,0.6465000000000001,nan,-0.0067,nan,nan,nan,nan,0.0,10.239999999999998,nan,nan,nan,nan,nan,nan,nan,2456696.0,454,-338.0,0,207.0,22,-31.0,0,15.4,0.7,-0.7,0.0,3472.0,nan,-64.5,0,0.44,0.01,-0.01,0.0,0.45,0.01,-0.01,0.0,-0.3,0.2,-0.2,0.0,-1.585,0.017,-0.017,0.0,4.79,0.01,-0.01,0.0,8.1,4.2,-4.2,0.0,7.16403,0.30492,-0.30492,0.0,2.1,0.5,-0.5,0.0,12.52,0.15,-0.15,0.0,21h33m33.90s,323.3912616,-49d00m45.06s,-49.0125169,-46.34872,349.16814,-32.47811,308.61359,817.8892865,0.0637062,-0.0637062,-45.8344,0.070741,-0.070741,-816.604,0.0636828,-0.0636828,4.96435,0.001065,-0.001065,201.407,0.0428854,-0.0428854,10.34,0.17,-0.17,8.66,0.1,-0.1,5.349,0.032,-0.032,4.766,0.256,-0.256,4.501,0.018,-0.018,13.0135,0.01,12.82,0.01696405,4.298,0.297,-0.026,3.775,0.183,-0.022,4.157,0.013,-0.02,4.052,0.066,-0.066,7.73761,0.000702,-0.000702,6.68,0.032,-0.032,1.0,1.0,1.0,0.0,0.0,0.0,0.0,223.7094546415077,323.39125,1,False,-2.4575486444158474,0.31461839740747194,-2.3779095537857677,1.5699532490797097,2.89006858685325,-1.2401513451946586
GJ 876 b,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,61.1166,0.0086,-0.0086,0,0.208317,2e-05,-0.00002,0.0,44.6,0,13.3,nan,-0.3065,0,1.19,0.028,nan,0.0,723.2235,1.4302,-1.4302,0,2.2756,0.0045,-0.0045,0.0,1.69,0.18,nan,0.0,0.0324,0.0013,-0.0013,0.0,308.21000000000004,nan,nan,nan,nan,nan,59.0,nan,nan,0,2453055.984,0.038,-0.047,0,0.0,nan,0.07,nan,0.0,0.6465000000000001,nan,-0.0067,nan,nan,nan,nan,0.0,10.239999999999998,nan,nan,nan,nan,nan,nan,nan,2450602.093,nan,-24.6355,0,50.3,3.2,-3.2,0,214,0.42,-0.42,0.0,3293.74,48.39,-48.39,0,0.3,0.04,-0.03,0.0,0.32,0.03,-0.03,0.0,0.213,0.064,-0.064,0.0,-1.907,0.017,-0.017,0.0,4.87,0.0,0.0,0.0,1.0,1.1,-1.1,-1.0,10.86557,0.32084,-0.32084,0.0,0.16,0.5,-0.5,0.0,-1.6,0.2,-0.2,0.0,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,-59.63511,52.00313,-6.63092,339.17192,1171.100949,0.1123822,-0.1123822,957.961,0.117383,-0.117383,-673.638,0.101519,-0.101519,4.67517,0.00167,-0.00167,213.867,0.0758348,-0.0758348,11.73,0.121,-0.121,10.16,0.1,-0.1,5.934,0.019,-0.019,5.349,0.049,-0.049,5.01,0.021,-0.021,13.0135,0.01,12.82,0.01696405,4.863,0.243,-0.026,4.448,0.14,-0.022,4.636,0.015,-0.02,4.523,0.066,-0.066,8.8753,0.00145,-0.00145,7.57703,0.0074424,-0.0074424,0.0,3.0,4.0,13.0,0.0,0.0,0.0,199.26323300753612,343.32395833333334,1,False,11.871539636626494,-0.8068167625179833,7.7857813411783985,-0.09519471879380571,-0.11788053766687998,0.13293461994878683
GJ 876 c,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,30.0881,0.0082,-0.0082,0,0.12959,2.4e-05,-0.000024,0.0,27.7,0,14.0,nan,-0.3065,0,1.25,0.028,nan,0.0,226.9846,1.2395,-1.2395,0,0.7142,0.0039,-0.0039,0.0,0.455,0.18,nan,0.0,0.25591,0.00093,-0.00093,0.0,308.21000000000004,nan,nan,nan,nan,nan,59.0,nan,nan,0,2453029.298,0.049,-0.057,0,0.0,nan,0.07,nan,0.0,0.6465000000000001,nan,-0.0067,nan,nan,nan,nan,0.0,10.239999999999998,nan,nan,nan,nan,nan,nan,nan,2450602.093,nan,-24.6355,0,48.76,0.7,-0.7,0,88.34,0.47,-0.47,0.0,3293.74,48.39,-48.39,0,0.3,0.04,-0.03,0.0,0.32,0.03,-0.03,0.0,0.213,0.064,-0.064,0.0,-1.907,0.017,-0.017,0.0,4.87,0.0,0.0,0.0,1.0,1.1,-1.1,-1.0,10.86557,0.32084,-0.32084,0.0,0.16,0.5,-0.5,0.0,-1.6,0.2,-0.2,0.0,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,-59.63511,52.00313,-6.63092,339.17192,1171.100949,0.1123822,-0.1123822,957.961,0.117383,-0.117383,-673.638,0.101519,-0.101519,4.67517,0.00167,-0.00167,213.867,0.0758348,-0.0758348,11.73,0.121,-0.121,10.16,0.1,-0.1,5.934,0.019,-0.019,5.349,0.049,-0.049,5.01,0.021,-0.021,13.0135,0.01,12.82,0.01696405,4.863,0.243,-0.026,4.448,0.14,-0.022,4.636,0.015,-0.02,4.523,0.066,-0.066,8.8753,0.00145,-0.00145,7.57703,0.0074424,-0.0074424,0.0,3.0,4.0,13.0,0.0,0.0,0.0,199.26323300753612,343.32395833333334,6,False,18.636381380812473,-1.6425226783384048,12.81306563504183,-0.04768665106779403,-0.05622472472187437,0.06215188880764094
GJ 876 d,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1.93778,0.00002,-2e-05,0,0.020807,0.0,0,0.0,4.45,0,2.51,nan,-0.3065,0,0.224,0.028,nan,0.0,6.83,0.4,-0.4,0,0.021,0.001,-0.001,0.0,2.37,0.18,nan,0.0,0.207,0.055,-0.055,0.0,308.21000000000004,nan,nan,nan,nan,nan,59.0,nan,nan,0,2455200.064,0.047,-0.049,0,0.0,nan,0.07,nan,0.0,0.6465000000000001,nan,-0.0067,nan,nan,nan,nan,0.0,10.239999999999998,nan,nan,nan,nan,nan,nan,nan,2450602.093,nan,-24.6355,0,234.0,20,-20.0,0,6.56,0.37,-0.37,0.0,3293.74,48.39,-48.39,0,0.3,0.04,-0.03,0.0,0.32,0.03,-0.03,0.0,0.213,0.064,-0.064,0.0,-1.907,0.017,-0.017,0.0,4.87,0.0,0.0,0.0,1.0,1.1,-1.1,-1.0,10.86557,0.32084,-0.32084,0.0,0.16,0.5,-0.5,0.0,-1.6,0.2,-0.2,0.0,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,-59.63511,52.00313,-6.63092,339.17192,1171.100949,0.1123822,-0.1123822,957.961,0.117383,-0.117383,-673.638,0.101519,-0.101519,4.67517,0.00167,-0.00167,213.867,0.0758348,-0.0758348,11.73,0.121,-0.121,10.16,0.1,-0.1,5.934,0.019,-0.019,5.349,0.049,-0.049,5.01,0.021,-0.021,13.0135,0.01,12.82,0.01696405,4.863,0.243,-0.026,4.448,0.14,-0.022,4.636,0.015,-0.02,4.523,0.066,-0.066,8.8753,0.00145,-0.00145,7.57703,0.0074424,-0.0074424,1.0,3.0,4.0,13.0,0.0,0.0,0.0,199.26323300753612,343.32395833333334,6,False,-46.409078010108274,1.014650185482919,-27.075498204596983,0.0068872821252086245,0.009689787507097244,-0.011442104089610656
GJ 876 e,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,124.26,0.7,-0.7,0,0.3343,0.0013,-0.0013,0.0,71.5,0,3.92,nan,-0.3065,0,0.35,0.028,nan,0.0,14.6,1.7,-1.7,0,0.046,0.005,-0.005,0.0,1.33,0.18,nan,0.0,0.055,0.012,-0.012,0.0,308.21000000000004,nan,nan,nan,nan,nan,59.0,nan,nan,0,nan,nan,-0.0007,nan,0.0,nan,0.07,nan,0.0,0.6465000000000001,nan,-0.0067,nan,nan,nan,nan,0.0,10.239999999999998,nan,nan,nan,nan,nan,nan,nan,2450602.093,nan,-24.6355,0,239.0,22,-22.0,0,3.42,0.39,-0.39,0.0,3271.0,157,-157.0,0,0.3,0.04,-0.03,0.0,0.32,0.03,-0.03,0.0,0.213,0.064,-0.064,0.0,-1.907,0.017,-0.017,0.0,4.87,0.0,0.0,0.0,1.0,1.1,-1.1,-1.0,10.86557,0.32084,-0.32084,0.0,0.16,0.5,-0.5,0.0,-1.6,0.2,-0.2,0.0,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,-59.63511,52.00313,-6.63092,339.17192,1171.100949,0.1123822,-0.1123822,957.961,0.117383,-0.117383,-673.638,0.101519,-0.101519,4.67517,0.00167,-0.00167,213.867,0.0758348,-0.0758348,11.73,0.121,-0.121,10.16,0.1,-0.1,5.934,0.019,-0.019,5.349,0.049,-0.049,5.01,0.021,-0.021,13.0135,0.01,12.82,0.01696405,4.863,0.243,-0.026,4.448,0.14,-0.022,4.636,0.015,-0.02,4.523,0.066,-0.066,8.8753,0.00145,-0.00145,7.57703,0.0074424,-0.0074424,0.0,3.0,4.0,13.0,0.0,0.0,0.0,199.26323300753612,343.32395833333334,1,False,-10.295899415866336,-0.3717232837735791,-5.0690542232323,0.10758640289788281,0.18533775325035842,-0.2321129522750802
